Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,10,Austin,Bound to Learn,Domestic,8.702087936966914,1,8.702087936966914,1,SKUT1,0
1,7,Austin,Bound to Learn,Domestic,33.53164932171457,22,737.6962850777205,1,SKUT2,1
1,17,Austin,Bound to Learn,Domestic,8.486369835005437,13,110.32280785507068,2,"SKUT1,SKUT3",2
1,9,Austin,Bound to Learn,Domestic,11.091394569688397,12,133.09673483626077,1,SKUT3,3
1,15,Austin,Bound to Learn,Domestic,8.425118942709354,13,109.5265462552216,2,"SKUT1,SKUT3",4
1,21,Austin,Bound to Learn,Domestic,0.07602329093291454,13,0.9883027821278891,3,"SKUT1,SKUT3,SKUT4",5
1,10,Austin,Bound to Learn,Domestic,8.382763746164743,1,8.382763746164743,1,SKUT1,6
2,18,Austin,Bound to Learn,Domestic,5.760616241409285,22,126.73355731100428,1,SKUT2,0
2,18,Austin,Bound to Learn,Domestic,1.3373543958020218,22,29.42179670764448,1,SKUT2,1
2,18,Austin,Bound to Learn,Domestic,0.7924708564321535,22,17.43435884150738,1,SKUT2,2
2,21,Austin,Bound to Learn,Domestic,3.9074117578884366,1,3.9074117578884366,1,SKUT1,3
2,14,Austin,Bound to Learn,Domestic,1.9365719842248086,13,25.17543579492251,1,SKUT3,4
2,2,Austin,Bound to Learn,Domestic,32.64623035320097,35,1142.618062362034,2,"SKUT2,SKUT3",5
2,12,Austin,Bound to Learn,Domestic,5.660001681705907,36,203.76006054141266,3,"SKUT1,SKUT2,SKUT3",6
2,5,Austin,Bound to Learn,Domestic,28.593655878562597,14,400.31118229987635,2,"SKUT3,SKUT4",7
2,19,Austin,Bound to Learn,Domestic,2.382496484151298,23,54.79741913547985,3,"SKUT1,SKUT2,SKUT4",8
2,19,Austin,Bound to Learn,Domestic,10.231770003709737,23,235.33071008532397,3,"SKUT1,SKUT2,SKUT4",9
2,5,Austin,Bound to Learn,Domestic,36.56710298204143,14,511.93944174858007,2,"SKUT3,SKUT4",10
2,8,Austin,Bound to Learn,Domestic,18.32651095366582,35,641.4278833783037,3,"SKUT2,SKUT3,SKUT4",11
2,11,Austin,Bound to Learn,Domestic,11.354878522640277,1,11.354878522640277,1,SKUT4,12
2,14,Austin,Bound to Learn,Domestic,5.875217877471742,13,76.37783240713264,1,SKUT3,13
3,17,Austin,Bound to Learn,Domestic,15.462666092501642,20,309.2533218500329,1,SKUT2,0
3,17,Austin,Bound to Learn,Domestic,11.702342796432593,20,234.04685592865184,1,SKUT2,1
3,9,Austin,Bound to Learn,Domestic,5.894145437301569,16,94.3063269968251,1,SKUT3,2
3,11,Austin,Bound to Learn,Domestic,5.272672974180503,20,105.45345948361006,1,SKUT2,3
3,10,Austin,Bound to Learn,Domestic,2.0970941788290385,16,33.553506861264616,1,SKUT3,4
3,14,Austin,Bound to Learn,Domestic,29.211664599155526,1,29.211664599155526,1,SKUT1,5
3,13,Austin,Bound to Learn,Domestic,14.887379490756212,16,238.1980718520994,1,SKUT3,6
4,9,Austin,Bound to Learn,Domestic,6.8884954141550345,25,172.21238535387587,1,SKUT2,0
