Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,13,Austin,Bound to Learn,Domestic,0.26847486749971144,1,0.26847486749971144,1,SKUT4,0
1,14,Austin,Bound to Learn,Domestic,1.492466271812013,35,52.236319513420455,4,"SKUT1,SKUT2,SKUT3,SKUT4",1
1,15,Austin,Bound to Learn,Domestic,4.90428247301323,13,63.755672149171986,2,"SKUT1,SKUT3",2
1,16,Austin,Bound to Learn,Domestic,2.361513408743014,35,82.65296930600549,3,"SKUT2,SKUT3,SKUT4",3
1,17,Austin,Bound to Learn,Domestic,0.0539165655572946,13,0.7009153522448298,2,"SKUT1,SKUT3",4
2,19,Austin,Bound to Learn,Domestic,2.936606232150475,23,67.54194333946093,3,"SKUT1,SKUT2,SKUT4",0
2,2,Austin,Bound to Learn,Domestic,1.1039957245077678,35,38.63985035777188,2,"SKUT2,SKUT3",1
2,5,Austin,Bound to Learn,Domestic,6.363158058070026,14,89.08421281298037,2,"SKUT3,SKUT4",2
2,1,Austin,Bound to Learn,Domestic,1.1580273211111822,16,18.528437137778916,3,"SKUT1,SKUT3,SKUT4",3
2,16,Austin,Bound to Learn,Domestic,4.42038374744418,13,57.464988716774336,1,SKUT3,4
2,14,Austin,Bound to Learn,Domestic,1.9202686641921083,13,24.963492634497406,1,SKUT3,5
2,6,Austin,Bound to Learn,Domestic,6.1844619744554095,22,136.058163438019,1,SKUT2,6
2,5,Austin,Bound to Learn,Domestic,4.320253097870203,14,60.483543370182836,2,"SKUT3,SKUT4",7
2,10,Austin,Bound to Learn,Domestic,7.696554763318922,22,169.3242047930163,1,SKUT2,8
3,14,Austin,Bound to Learn,Domestic,4.7921832410838086,1,4.7921832410838086,1,SKUT1,0
3,11,Austin,Bound to Learn,Domestic,7.390629083780126,20,147.8125816756025,1,SKUT2,1
3,10,Austin,Bound to Learn,Domestic,0.49921587394549655,16,7.987453983127945,1,SKUT3,2
3,21,Austin,Bound to Learn,Domestic,0.9117684383647172,20,18.235368767294343,2,"SKUT2,SKUT4",3
3,13,Austin,Bound to Learn,Domestic,1.9316440022826589,16,30.906304036522542,1,SKUT3,4
3,15,Austin,Bound to Learn,Domestic,4.133511531051493,1,4.133511531051493,1,SKUT4,5
3,21,Austin,Bound to Learn,Domestic,0.8578195309380882,20,17.156390618761762,2,"SKUT2,SKUT4",6
3,8,Austin,Bound to Learn,Domestic,1.9037760308844278,35,66.63216108095497,2,"SKUT2,SKUT3",7
4,20,Austin,Bound to Learn,Domestic,4.985054006849994,41,204.38721428084978,3,"SKUT2,SKUT3,SKUT4",0
