Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,9,Austin,Bound to Learn,Domestic,5.529850841724423,12,66.35821010069307,1,SKUT3,0
1,10,Austin,Bound to Learn,Domestic,0.3432085611557104,1,0.3432085611557104,1,SKUT1,1
1,21,Austin,Bound to Learn,Domestic,0.9205206406690888,13,11.966768328698155,3,"SKUT1,SKUT3,SKUT4",2
2,19,Austin,Bound to Learn,Domestic,2.490150764905905,23,57.27346759283582,3,"SKUT1,SKUT2,SKUT4",0
2,4,Austin,Bound to Learn,Domestic,1.2170601239959218,1,1.2170601239959218,1,SKUT1,1
3,17,Austin,Bound to Learn,Domestic,0.5553444547189851,20,11.106889094379701,1,SKUT2,0
3,10,Austin,Bound to Learn,Domestic,0.006412411849221474,16,0.10259858958754359,1,SKUT3,1
3,21,Austin,Bound to Learn,Domestic,2.2482932404821865,20,44.96586480964373,2,"SKUT2,SKUT4",2
4,21,Austin,Bound to Learn,Domestic,2.974776874480752,25,74.3694218620188,1,SKUT2,0
5,12,Austin,Bound to Learn,Domestic,7.807360244346466,2,15.614720488692932,2,"SKUT1,SKUT4",0
6,7,Austin,Bound to Learn,Domestic,4.042651051839396,1,4.042651051839396,1,SKUT4,0
7,11,Austin,Bound to Learn,Domestic,0.04987519468795057,34,1.6957566193903193,3,"SKUT1,SKUT2,SKUT4",0
7,1,Austin,Bound to Learn,Domestic,3.823962579398016,16,61.18340127036826,4,"SKUT1,SKUT2,SKUT3,SKUT4",1
7,14,Austin,Bound to Learn,Domestic,4.1348284085378015,32,132.31450907320965,1,SKUT2,2
7,21,Austin,Bound to Learn,Domestic,1.7458546902073566,32,55.86735008663541,1,SKUT2,3
7,20,Austin,Bound to Learn,Domestic,8.304012877018703,33,274.0324249416172,2,"SKUT1,SKUT2",4
8,21,Austin,Bound to Learn,Domestic,3.3949675507301285,22,74.68928611606283,1,SKUT3,0
8,2,Austin,Bound to Learn,Domestic,2.8508572982055314,26,74.12228975334382,2,"SKUT2,SKUT4",1
8,6,Austin,Bound to Learn,Domestic,0.09871888473714457,2,0.19743776947428915,1,SKUT1,2
9,12,Austin,Bound to Learn,Domestic,4.951746890606637,19,94.08319092152611,1,SKUT3,0
9,8,Austin,Bound to Learn,Domestic,3.090568823232288,19,58.72080764141347,1,SKUT3,1
9,16,Austin,Bound to Learn,Domestic,19.937428717868126,25,498.43571794670316,1,SKUT2,2
9,11,Austin,Bound to Learn,Domestic,2.817019357193686,2,5.634038714387372,2,"SKUT1,SKUT4",3
9,9,Austin,Bound to Learn,Domestic,1.8810015840982233,20,37.62003168196446,2,"SKUT3,SKUT4",4
10,19,Austin,Bound to Learn,Domestic,1.4419179574585315,16,23.070687319336503,1,SKUT3,0
11,16,Austin,Bound to Learn,Domestic,0.5693717479139572,1,0.5693717479139572,1,SKUT1,0
