Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,17,Austin,Bound to Learn,Domestic,39.300939687990954,13,510.9122159438824,2,"SKUT1,SKUT3",0
1,18,Austin,Bound to Learn,Domestic,4.718237481264922,13,61.33708725644399,2,"SKUT1,SKUT3",1
1,17,Austin,Bound to Learn,Domestic,2.81539371627745,13,36.60011831160685,2,"SKUT1,SKUT3",2
1,13,Austin,Bound to Learn,Domestic,6.1331432181862935,1,6.1331432181862935,1,SKUT4,3
1,13,Austin,Bound to Learn,Domestic,4.010866438139634,1,4.010866438139634,1,SKUT4,4
1,9,Austin,Bound to Learn,Domestic,1.8694449621176097,12,22.433339545411314,1,SKUT3,5
2,12,Austin,Bound to Learn,Domestic,38.89253355064443,36,1400.1312078231995,3,"SKUT1,SKUT2,SKUT3",0
2,5,Austin,Bound to Learn,Domestic,15.877145194434945,14,222.28003272208923,2,"SKUT3,SKUT4",1
2,18,Austin,Bound to Learn,Domestic,23.797626267773182,22,523.54777789101,1,SKUT2,2
2,21,Austin,Bound to Learn,Domestic,3.01908313882152,1,3.01908313882152,1,SKUT1,3
2,5,Austin,Bound to Learn,Domestic,26.735531237194934,14,374.29743732072905,2,"SKUT3,SKUT4",4
2,8,Austin,Bound to Learn,Domestic,4.511658542336793,35,157.90804898178774,3,"SKUT2,SKUT3,SKUT4",5
2,19,Austin,Bound to Learn,Domestic,5.3984229490216356,23,124.16372782749762,3,"SKUT1,SKUT2,SKUT4",6
2,7,Austin,Bound to Learn,Domestic,11.035458164221824,13,143.4609561348837,1,SKUT3,7
2,8,Austin,Bound to Learn,Domestic,7.326721221384266,35,256.4352427484493,3,"SKUT2,SKUT3,SKUT4",8
2,10,Austin,Bound to Learn,Domestic,33.240558582486834,22,731.2922888147103,1,SKUT2,9
3,12,Austin,Bound to Learn,Domestic,19.826309846766897,21,416.35250678210485,2,"SKUT1,SKUT2",0
4,13,Austin,Bound to Learn,Domestic,10.362155750392265,41,424.84838576608286,3,"SKUT2,SKUT3,SKUT4",0
4,1,Austin,Bound to Learn,Domestic,35.8614817481035,6,215.168890488621,1,SKUT2,1
4,20,Austin,Bound to Learn,Domestic,0.9743088685794287,41,39.94666361175658,3,"SKUT2,SKUT3,SKUT4",2
4,11,Austin,Bound to Learn,Domestic,29.964559321785966,16,479.43294914857546,2,"SKUT1,SKUT3",3
4,13,Austin,Bound to Learn,Domestic,5.880301735815085,41,241.09237116841848,3,"SKUT2,SKUT3,SKUT4",4
4,4,Austin,Bound to Learn,Domestic,8.772995522686312,40,350.9198209074525,2,"SKUT2,SKUT3",5
4,10,Austin,Bound to Learn,Domestic,9.14728914434986,16,146.35662630959777,2,"SKUT1,SKUT3",6
4,9,Austin,Bound to Learn,Domestic,1.3399825327942394,25,33.49956331985599,1,SKUT2,7
4,10,Austin,Bound to Learn,Domestic,5.158287097508057,16,82.53259356012892,2,"SKUT1,SKUT3",8
4,21,Austin,Bound to Learn,Domestic,12.252636718125748,25,306.3159179531437,1,SKUT2,9
4,15,Austin,Bound to Learn,Domestic,15.99127304464254,17,271.85164175892317,3,"SKUT1,SKUT3,SKUT4",10
4,15,Austin,Bound to Learn,Domestic,0.2048120965176276,17,3.4818056407996694,3,"SKUT1,SKUT3,SKUT4",11
5,7,Austin,Bound to Learn,Domestic,1.7164329797573483,2,3.4328659595146966,2,"SKUT1,SKUT4",0
5,11,Austin,Bound to Learn,Domestic,35.29802740727573,45,1588.411233327408,3,"SKUT1,SKUT2,SKUT3",1
5,14,Austin,Bound to Learn,Domestic,50.603933371948344,1,50.603933371948344,1,SKUT4,2
5,17,Austin,Bound to Learn,Domestic,6.224522853649283,46,286.328051267867,4,"SKUT1,SKUT2,SKUT3,SKUT4",3
5,10,Austin,Bound to Learn,Domestic,16.25278633023014,28,455.07801724644395,2,"SKUT1,SKUT2",4
5,21,Austin,Bound to Learn,Domestic,16.196433706304834,27,437.3037100702305,1,SKUT2,5
5,9,Austin,Bound to Learn,Domestic,23.70094119184161,18,426.616941453149,1,SKUT3,6
5,17,Austin,Bound to Learn,Domestic,10.366784567573355,46,476.8720901083743,4,"SKUT1,SKUT2,SKUT3,SKUT4",7
5,21,Austin,Bound to Learn,Domestic,0.814584244804191,27,21.993774609713157,1,SKUT2,8
5,6,Austin,Bound to Learn,Domestic,26.870426362648345,18,483.6676745276702,1,SKUT3,9
5,19,Austin,Bound to Learn,Domestic,3.1622144218582617,2,6.3244288437165235,2,"SKUT1,SKUT4",10
6,3,Austin,Bound to Learn,Domestic,2.867701782729883,20,57.35403565459766,2,"SKUT1,SKUT3",0
6,3,Austin,Bound to Learn,Domestic,0.5537236771921363,20,11.074473543842727,2,"SKUT1,SKUT3",1
6,15,Austin,Bound to Learn,Domestic,2.522068703589038,22,55.48551147895884,2,"SKUT1,SKUT2",2
6,9,Austin,Bound to Learn,Domestic,8.168638436769932,22,179.71004560893851,2,"SKUT2,SKUT4",3
6,3,Austin,Bound to Learn,Domestic,24.272987252443173,20,485.45974504886345,2,"SKUT1,SKUT3",4
6,10,Austin,Bound to Learn,Domestic,13.632783637834056,19,259.02288911884705,1,SKUT3,5
7,11,Austin,Bound to Learn,Domestic,0.4473954351471894,34,15.21144479500444,3,"SKUT1,SKUT2,SKUT4",0
7,9,Austin,Bound to Learn,Domestic,1.3804606439236238,2,2.7609212878472476,1,SKUT1,1
7,3,Austin,Bound to Learn,Domestic,22.872307509469668,21,480.318457698863,1,SKUT3,2
7,16,Austin,Bound to Learn,Domestic,10.414217386877038,53,551.953521504483,2,"SKUT2,SKUT3",3
7,14,Austin,Bound to Learn,Domestic,10.491553573455,32,335.72971435056,1,SKUT2,4
7,20,Austin,Bound to Learn,Domestic,5.09282624926559,33,168.06326622576447,2,"SKUT1,SKUT2",5
7,3,Austin,Bound to Learn,Domestic,2.1414388215273066,21,44.97021525207344,1,SKUT3,6
7,4,Austin,Bound to Learn,Domestic,8.241851030266002,2,16.483702060532003,1,SKUT1,7
7,8,Austin,Bound to Learn,Domestic,0.31421615315941126,2,0.6284323063188225,2,"SKUT1,SKUT4",8
7,20,Austin,Bound to Learn,Domestic,11.397059668001521,33,376.1029690440502,2,"SKUT1,SKUT2",9
7,13,Austin,Bound to Learn,Domestic,10.630723816443322,1,10.630723816443322,1,SKUT4,10
8,4,Austin,Bound to Learn,Domestic,10.883718766886627,22,239.4418128715058,1,SKUT3,0
8,1,Austin,Bound to Learn,Domestic,11.457654114930264,24,274.98369875832634,3,"SKUT1,SKUT3,SKUT4",1
8,11,Austin,Bound to Learn,Domestic,12.211930421173502,2,24.423860842347004,1,SKUT1,2
8,7,Austin,Bound to Learn,Domestic,2.021542097356204,29,58.62472082332992,1,SKUT2,3
8,13,Austin,Bound to Learn,Domestic,21.68754529955984,24,520.5010871894361,2,"SKUT1,SKUT3",4
8,3,Austin,Bound to Learn,Domestic,7.545947709439584,29,218.83248357374794,1,SKUT2,5
9,8,Austin,Bound to Learn,Domestic,12.937930121961106,19,245.820672317261,1,SKUT3,0
9,20,Austin,Bound to Learn,Domestic,2.2073370334771583,21,46.35407770302032,3,"SKUT1,SKUT3,SKUT4",1
9,13,Austin,Bound to Learn,Domestic,8.775366232177056,44,386.1161142157905,2,"SKUT2,SKUT3",2
9,14,Austin,Bound to Learn,Domestic,52.1513747083034,2,104.3027494166068,2,"SKUT1,SKUT4",3
9,17,Austin,Bound to Learn,Domestic,2.4287627430124132,1,2.4287627430124132,1,SKUT1,4
9,1,Austin,Bound to Learn,Domestic,3.203848709108216,11,35.242335800190375,1,SKUT3,5
9,16,Austin,Bound to Learn,Domestic,0.42959655590117773,25,10.739913897529444,1,SKUT2,6
10,7,Austin,Bound to Learn,Domestic,14.077454063266105,21,295.6265353285882,3,"SKUT1,SKUT2,SKUT4",0
10,20,Austin,Bound to Learn,Domestic,5.265460544418216,1,5.265460544418216,1,SKUT4,1
10,14,Austin,Bound to Learn,Domestic,1.0079751478533985,17,17.135577513507773,2,"SKUT1,SKUT3",2
10,20,Austin,Bound to Learn,Domestic,35.53440555858128,1,35.53440555858128,1,SKUT4,3
10,6,Austin,Bound to Learn,Domestic,17.73125333044963,1,17.73125333044963,1,SKUT1,4
10,20,Austin,Bound to Learn,Domestic,19.718793995533638,1,19.718793995533638,1,SKUT4,5
