Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,21,Austin,Bound to Learn,Domestic,17.180844125574488,13,223.35097363246834,3,"SKUT1,SKUT3,SKUT4",0
1,19,Austin,Bound to Learn,Domestic,7.060362386116799,22,155.32797249456956,1,SKUT2,1
1,14,Austin,Bound to Learn,Domestic,70.16787112275439,35,2455.875489296404,4,"SKUT1,SKUT2,SKUT3,SKUT4",2
1,4,Austin,Bound to Learn,Domestic,0.4590056275339759,35,16.065196963689157,3,"SKUT1,SKUT2,SKUT3",3
1,9,Austin,Bound to Learn,Domestic,3.754272718189225,12,45.0512726182707,1,SKUT3,4
1,17,Austin,Bound to Learn,Domestic,23.192969769652517,13,301.5086070054827,2,"SKUT1,SKUT3",5
1,2,Austin,Bound to Learn,Domestic,4.3241446820939125,23,99.45532768815998,2,"SKUT1,SKUT2",6
1,1,Austin,Bound to Learn,Domestic,22.69408990021202,35,794.2931465074207,4,"SKUT1,SKUT2,SKUT3,SKUT4",7
1,15,Austin,Bound to Learn,Domestic,9.261397718246885,13,120.3981703372095,2,"SKUT1,SKUT3",8
1,6,Austin,Bound to Learn,Domestic,5.755003942361537,12,69.06004730833844,1,SKUT3,9
2,18,Austin,Bound to Learn,Domestic,11.704641304308725,22,257.50210869479196,1,SKUT2,0
2,6,Austin,Bound to Learn,Domestic,0.16221481502793325,22,3.5687259306145314,1,SKUT2,1
2,7,Austin,Bound to Learn,Domestic,16.55957982629183,13,215.2745377417938,1,SKUT3,2
2,19,Austin,Bound to Learn,Domestic,24.1701796372671,23,555.9141316571433,3,"SKUT1,SKUT2,SKUT4",3
2,11,Austin,Bound to Learn,Domestic,9.155563390632317,1,9.155563390632317,1,SKUT4,4
2,18,Austin,Bound to Learn,Domestic,0.3137250740155555,22,6.901951628342221,1,SKUT2,5
2,7,Austin,Bound to Learn,Domestic,1.0512022515515438,13,13.665629270170069,1,SKUT3,6
2,19,Austin,Bound to Learn,Domestic,7.461103721169533,23,171.60538558689925,3,"SKUT1,SKUT2,SKUT4",7
3,7,Austin,Bound to Learn,Domestic,15.175536541652434,17,257.9841212080914,2,"SKUT1,SKUT3",0
3,8,Austin,Bound to Learn,Domestic,11.083125641152868,35,387.9093974403504,2,"SKUT2,SKUT3",1
3,9,Austin,Bound to Learn,Domestic,3.417555066553222,16,54.680881064851555,1,SKUT3,2
3,21,Austin,Bound to Learn,Domestic,20.279667705544366,20,405.59335411088733,2,"SKUT2,SKUT4",3
3,11,Austin,Bound to Learn,Domestic,4.169620039702718,20,83.39240079405435,1,SKUT2,4
3,12,Austin,Bound to Learn,Domestic,12.352936296251503,21,259.4116622212816,2,"SKUT1,SKUT2",5
3,8,Austin,Bound to Learn,Domestic,7.359320172703104,35,257.5762060446086,2,"SKUT2,SKUT3",6
3,3,Austin,Bound to Learn,Domestic,0.9078846602375792,1,0.9078846602375792,1,SKUT4,7
3,11,Austin,Bound to Learn,Domestic,9.783336340167276,20,195.6667268033455,1,SKUT2,8
3,7,Austin,Bound to Learn,Domestic,19.059512519533264,17,324.0117128320655,2,"SKUT1,SKUT3",9
3,3,Austin,Bound to Learn,Domestic,43.884072424622005,1,43.884072424622005,1,SKUT4,10
3,4,Austin,Bound to Learn,Domestic,16.258089479077235,1,16.258089479077235,1,SKUT1,11
3,8,Austin,Bound to Learn,Domestic,10.176820506786504,35,356.1887177375276,2,"SKUT2,SKUT3",12
4,13,Austin,Bound to Learn,Domestic,41.92084622457025,41,1718.75469520738,3,"SKUT2,SKUT3,SKUT4",0
4,11,Austin,Bound to Learn,Domestic,28.007147673377048,16,448.11436277403277,2,"SKUT1,SKUT3",1
