Month,Day,Facility,Supplier,Supplier_Type,Delay_Duration_Days,Trucks_Affected,Truck_Days_Delay,Num_SKUs_Affected,SKUs_Affected,Event_Index
1,15,Austin,Bound to Learn,Domestic,11.43352809510716,13,148.63586523639307,2,"SKUT1,SKUT3",0
1,6,Austin,Bound to Learn,Domestic,1.4082114059455264,12,16.898536871346316,1,SKUT3,1
1,2,Austin,Bound to Learn,Domestic,39.65496749141136,23,912.0642523024613,2,"SKUT1,SKUT2",2
1,2,Austin,Bound to Learn,Domestic,4.714876884244006,23,108.44216833761215,2,"SKUT1,SKUT2",3
2,19,Austin,Bound to Learn,Domestic,2.438892038630921,23,56.09451688851119,3,"SKUT1,SKUT2,SKUT4",0
2,10,Austin,Bound to Learn,Domestic,13.25678773467338,22,291.64933016281435,1,SKUT2,1
2,5,Austin,Bound to Learn,Domestic,10.185267196348347,14,142.59374074887685,2,"SKUT3,SKUT4",2
2,1,Austin,Bound to Learn,Domestic,1.0903567038610038,16,17.44570726177606,3,"SKUT1,SKUT3,SKUT4",3
2,14,Austin,Bound to Learn,Domestic,9.109850186175644,13,118.42805242028336,1,SKUT3,4
2,4,Austin,Bound to Learn,Domestic,2.0885786560377486,1,2.0885786560377486,1,SKUT1,5
3,15,Austin,Bound to Learn,Domestic,3.9039574011373865,1,3.9039574011373865,1,SKUT4,0
3,13,Austin,Bound to Learn,Domestic,1.2177986085887724,16,19.48477773742036,1,SKUT3,1
3,7,Austin,Bound to Learn,Domestic,7.4408997917746245,17,126.49529646016862,2,"SKUT1,SKUT3",2
3,14,Austin,Bound to Learn,Domestic,0.6625133605629172,1,0.6625133605629172,1,SKUT1,3
3,1,Austin,Bound to Learn,Domestic,14.978339384242798,16,239.65343014788476,4,"SKUT1,SKUT2,SKUT3,SKUT4",4
3,12,Austin,Bound to Learn,Domestic,2.263038742274048,21,47.52381358775501,2,"SKUT1,SKUT2",5
3,13,Austin,Bound to Learn,Domestic,3.368491538226955,16,53.89586461163128,1,SKUT3,6
4,18,Austin,Bound to Learn,Domestic,5.639892632594366,17,95.87817475410422,3,"SKUT1,SKUT3,SKUT4",0
4,20,Austin,Bound to Learn,Domestic,8.088066623330727,41,331.6107315565598,3,"SKUT2,SKUT3,SKUT4",1
4,3,Austin,Bound to Learn,Domestic,11.571419065170968,26,300.85689569444514,2,"SKUT2,SKUT4",2
4,15,Austin,Bound to Learn,Domestic,8.20516949367567,17,139.4878813924864,3,"SKUT1,SKUT3,SKUT4",3
4,21,Austin,Bound to Learn,Domestic,2.610103162031803,25,65.25257905079508,1,SKUT2,4
4,16,Austin,Bound to Learn,Domestic,6.588191443781835,17,111.9992545442912,3,"SKUT1,SKUT3,SKUT4",5
4,15,Austin,Bound to Learn,Domestic,8.971169670162686,17,152.50988439276566,3,"SKUT1,SKUT3,SKUT4",6
4,20,Austin,Bound to Learn,Domestic,1.9180599062332802,41,78.6404561555645,3,"SKUT2,SKUT3,SKUT4",7
4,1,Austin,Bound to Learn,Domestic,1.6399321548247048,6,9.839592928948228,1,SKUT2,8
5,3,Austin,Bound to Learn,Domestic,3.7945719316405175,27,102.45344215429397,1,SKUT2,0
5,15,Austin,Bound to Learn,Domestic,3.075944032054696,2,6.151888064109392,2,"SKUT1,SKUT4",1
5,6,Austin,Bound to Learn,Domestic,4.077409255481478,18,73.3933665986666,1,SKUT3,2
5,20,Austin,Bound to Learn,Domestic,4.09358350958095,45,184.21125793114274,3,"SKUT2,SKUT3,SKUT4",3
5,4,Austin,Bound to Learn,Domestic,6.681916016122157,45,300.6862207254971,3,"SKUT1,SKUT2,SKUT3",4
5,1,Austin,Bound to Learn,Domestic,0.7586647681819764,6,4.551988609091858,4,"SKUT1,SKUT2,SKUT3,SKUT4",5
6,7,Austin,Bound to Learn,Domestic,0.11489174116311304,1,0.11489174116311304,1,SKUT4,0
6,16,Austin,Bound to Learn,Domestic,0.027537512836911925,19,0.5232127439013265,1,SKUT3,1
6,16,Austin,Bound to Learn,Domestic,1.9023108783616958,19,36.14390668887222,1,SKUT3,2
6,15,Austin,Bound to Learn,Domestic,5.599026748188497,22,123.17858846014694,2,"SKUT1,SKUT2",3
6,20,Austin,Bound to Learn,Domestic,4.723087648897449,1,4.723087648897449,1,SKUT4,4
6,18,Austin,Bound to Learn,Domestic,3.168873148085977,20,63.37746296171954,2,"SKUT3,SKUT4",5
6,17,Austin,Bound to Learn,Domestic,1.4062639889957178,21,29.531543768910073,1,SKUT2,6
6,16,Austin,Bound to Learn,Domestic,6.986395068481607,19,132.74150630115054,1,SKUT3,7
7,19,Austin,Bound to Learn,Domestic,6.8981261119343955,2,13.796252223868791,1,SKUT1,0
8,21,Austin,Bound to Learn,Domestic,7.700696161993973,22,169.4153155638674,1,SKUT3,0
8,8,Austin,Bound to Learn,Domestic,9.531473471668013,1,9.531473471668013,1,SKUT4,1
8,12,Austin,Bound to Learn,Domestic,10.186258487451935,22,224.0976867239426,1,SKUT3,2
8,13,Austin,Bound to Learn,Domestic,4.1425530606688294,24,99.4212734560519,2,"SKUT1,SKUT3",3
8,18,Austin,Bound to Learn,Domestic,11.046578845385822,2,22.093157690771644,1,SKUT1,4
9,16,Austin,Bound to Learn,Domestic,4.445756317762294,25,111.14390794405735,1,SKUT2,0
9,8,Austin,Bound to Learn,Domestic,3.9429479970115056,19,74.9160119432186,1,SKUT3,1
9,1,Austin,Bound to Learn,Domestic,7.961005482561813,11,87.57106030817994,1,SKUT3,2
9,6,Austin,Bound to Learn,Domestic,13.26687359654997,27,358.2055871068492,3,"SKUT1,SKUT2,SKUT4",3
9,9,Austin,Bound to Learn,Domestic,0.8874932719231896,20,17.749865438463793,2,"SKUT3,SKUT4",4
9,11,Austin,Bound to Learn,Domestic,5.589715572659709,2,11.179431145319418,2,"SKUT1,SKUT4",5
9,21,Austin,Bound to Learn,Domestic,1.106175075771611,2,2.212350151543222,2,"SKUT1,SKUT4",6
10,10,Austin,Bound to Learn,Domestic,0.6613306629639472,17,11.242621270387101,2,"SKUT1,SKUT3",0
10,12,Austin,Bound to Learn,Domestic,8.924757193906661,1,8.924757193906661,1,SKUT4,1
10,9,Austin,Bound to Learn,Domestic,0.28347330826743306,36,10.20503909762759,2,"SKUT2,SKUT3",2
10,9,Austin,Bound to Learn,Domestic,7.935233512961709,36,285.6684064666215,2,"SKUT2,SKUT3",3
11,16,Austin,Bound to Learn,Domestic,0.10096439425865286,1,0.10096439425865286,1,SKUT1,0
11,12,Austin,Bound to Learn,Domestic,3.8821851168054833,16,62.11496186888773,1,SKUT3,1
11,13,Austin,Bound to Learn,Domestic,2.1886019697962813,1,2.1886019697962813,1,SKUT4,2
11,1,Austin,Bound to Learn,Domestic,8.009517531009688,45,360.42828889543597,3,"SKUT1,SKUT2,SKUT3",3
11,5,Austin,Bound to Learn,Domestic,14.529895818153397,24,348.7174996356815,1,SKUT2,4
11,10,Austin,Bound to Learn,Domestic,10.095730368838879,25,252.39325922097197,2,"SKUT2,SKUT4",5
11,5,Austin,Bound to Learn,Domestic,6.954120882434294,24,166.89890117842305,1,SKUT2,6
12,21,Austin,Bound to Learn,Domestic,0.44275913267213035,26,11.511737449475389,2,"SKUT1,SKUT2",0
12,2,Austin,Bound to Learn,Domestic,1.2171962276493935,39,47.47065287832635,4,"SKUT1,SKUT2,SKUT3,SKUT4",1
13,18,Austin,Bound to Learn,Domestic,0.526632364537685,1,0.526632364537685,1,SKUT1,0
13,11,Austin,Bound to Learn,Domestic,1.9078432378090753,1,1.9078432378090753,1,SKUT4,1
13,11,Austin,Bound to Learn,Domestic,1.4027151972434404,1,1.4027151972434404,1,SKUT4,2
13,19,Austin,Bound to Learn,Domestic,3.5589328140219796,16,56.94292502435167,2,"SKUT3,SKUT4",3
14,13,Austin,Bound to Learn,Domestic,1.120126857827782,19,21.28241029872786,1,SKUT2,0
14,20,Austin,Bound to Learn,Domestic,0.9339324511856152,34,31.753703340310917,3,"SKUT2,SKUT3,SKUT4",1
15,2,Austin,Bound to Learn,Domestic,0.597672189873907,1,0.597672189873907,1,SKUT1,0
