SKU Number,Supplier Type,Lead Time - Columbus,Columbus - Days on Hand,Lead Time - Sacramento,Sacramento - Days on Hand,Lead Time - Austin,Austin Days on Hand
SKUW1,International,34,78.48940315766052,28,78.48940315766052,32,78.48940315766052
SKUW2,International,34,78.48940315766052,28,78.48940315766052,32,78.48940315766052
SKUW3,International,34,78.48940315766052,28,78.48940315766052,32,78.48940315766052
SKUA1,Domestic,5,68.48940315766052,11,68.48940315766052,9,68.48940315766052
SKUA2,Domestic,5,68.48940315766052,11,68.48940315766052,9,68.48940315766052
SKUA3,Domestic,5,68.48940315766052,11,68.48940315766052,9,68.48940315766052
SKUT1,Domestic,8,68.48940315766052,3,68.48940315766052,7,68.48940315766052
SKUT2,Domestic,8,68.48940315766052,3,68.48940315766052,7,68.48940315766052
SKUT3,Domestic,8,68.48940315766052,3,68.48940315766052,7,68.48940315766052
SKUT4,Domestic,8,68.48940315766052,3,68.48940315766052,7,68.48940315766052
SKUD1,Domestic,7,68.48940315766052,10,68.48940315766052,8,68.48940315766052
SKUD2,Domestic,7,68.48940315766052,10,68.48940315766052,8,68.48940315766052
SKUD3,Domestic,7,68.48940315766052,10,68.48940315766052,8,68.48940315766052
SKUC1,Domestic,6,68.48940315766052,15,68.48940315766052,11,68.48940315766052
SKUC2,Domestic,6,68.48940315766052,15,68.48940315766052,11,68.48940315766052
SKUE1,International,37,78.48940315766052,31,78.48940315766052,35,78.48940315766052
SKUE2,International,37,78.48940315766052,31,78.48940315766052,35,78.48940315766052
SKUE3,International,37,78.48940315766052,31,78.48940315766052,35,78.48940315766052
